date,open,close,volume
2005/1/4,996.278,989.984,49473755
2005/1/5,989.873,1013.583,82266144
2005/1/6,1014.965,1005.465,73245401
2005/1/7,1005.515,1011.74,75824002
2005/1/10,1011.925,1023.638,59692764
2005/1/11,1024.036,1027.159,78262585
2005/1/12,1026.741,1024.92,76247710
2005/1/13,1024.132,1029.298,102111201
2005/1/14,1028.99,1011.875,86413352
2005/1/17,1002.333,986.661,92119216
2005/1/18,985.674,1008.107,99050423
2005/1/19,1007.109,1002.46,116230013
2005/1/20,999.93,989.441,110844545
2005/1/21,987.432,1006.25,166007432
2005/1/24,1028.014,1028.011,177842299
2005/1/25,1023.096,1015.1,129020495
2005/1/26,1014.253,1006.84,120591910
2005/1/27,1005.889,989.414,115175726
2005/1/28,989.414,963.005,107392800
2005/1/31,954.944,924.166,114388661
2005/2/1,917.296,905.802,110752514
2005/2/2,904.128,958.392,152885865
2005/2/3,956.729,936.861,138602679
2005/2/4,937.15,952.392,127717964
2005/2/16,959.281,966.385,125149870
2005/2/17,966.036,973.808,112747945
2005/2/18,973.19,964.005,107920254
2005/2/21,963.578,983.608,131163055
2005/2/22,983.96,1015.658,227720595
2005/2/23,1016.768,1032.895,261375515
2005/2/24,1031.754,1035.348,233797098
2005/2/25,1034.536,1032.413,225667912
2005/2/28,1032.182,1029.384,173478562
2005/3/1,1028.613,1030.815,147051711
2005/3/2,1031.502,1014.527,183192094
2005/3/3,1011.26,1020.248,132787374
2005/3/4,1020.55,1011.361,110389762
2005/3/7,1011.808,1013.594,97226764
2005/3/8,1014.257,1037.029,159423267
2005/3/9,1039.514,1042.182,188012566
2005/3/10,1042.737,1011.791,173518674
2005/3/11,1009.981,1017.453,140169222
2005/3/14,1016.721,1005.987,156111206
2005/3/15,1005.509,993.476,132908379
2005/3/16,991.748,982.837,110523363
2005/3/17,980.918,967.593,112753400
2005/3/18,965.175,946.705,121774192
2005/3/21,945.762,950.792,88384941
2005/3/22,950.797,915.939,119644283
2005/3/23,915.037,915.974,118410723
2005/3/24,914.468,928.54,104609777
2005/3/25,928.734,923.196,105505666
2005/3/28,921.887,911.354,96109042
2005/3/29,910.674,904.823,88691379
2005/3/30,902.009,869.583,108493250
2005/3/31,868.266,880.901,92570595
2005/4/1,880.26,913.851,167043832
2005/4/4,904.544,896.287,128954253
2005/4/5,894.29,886.196,106239466
2005/4/6,886.196,898.875,129891875
2005/4/7,898.602,913.657,197375064
2005/4/8,913.339,931.379,167692387
2005/4/11,930.516,931.969,167275810
2005/4/12,930.972,905.866,127659447
2005/4/13,908.757,929.111,154753600
2005/4/14,931.785,916.35,169926094
2005/4/15,912.675,887.932,176085858
2005/4/18,882.408,868.325,108473729
2005/4/19,867.351,867.228,96206904
2005/4/20,866.654,844.932,123749137
2005/4/21,843.569,826.053,142526904
2005/4/22,823.621,806.645,144884548
2005/4/25,792.106,789.538,128351021
2005/4/26,784.953,806.944,137169023
2005/4/27,809.899,790.244,123031867
2005/4/28,787.364,813.628,153063019
2005/4/29,812.836,802.279,137687062
2005/5/9,803.668,771.082,96444360
2005/5/10,767.784,773.196,117814643
2005/5/11,771.406,772.078,112079649
2005/5/12,772.158,769.018,124641757
2005/5/13,766.125,779.491,122149531
2005/5/16,778.481,776.542,93583931
2005/5/17,775.239,785.44,118018942
2005/5/18,785.245,794.572,122289779
2005/5/19,795.206,794.49,107499883
2005/5/20,794.711,787.901,122679316
2005/5/23,784.476,758.679,117987050
2005/5/24,756.407,777.766,111155337
2005/5/25,778.169,781.991,119065814
2005/5/26,781.519,772.871,110976803
2005/5/27,771.069,767.274,102173332
2005/5/30,764.931,776.405,83862570
2005/5/31,776.24,775.742,98183904
2005/6/1,775.549,760.507,108014858
2005/6/2,759.99,756.823,108631367
2005/6/3,755.929,756.907,102360550
2005/6/6,755.118,766.725,89590044
2005/6/7,767.275,767.906,141203528
2005/6/8,770.456,826.234,330347514
2005/6/9,825.584,836.831,354247490
2005/6/10,836.536,819.996,238904211
2005/6/13,821.898,825.872,186217662
2005/6/14,826.622,807.356,166256224
2005/6/15,805.592,788.292,148663327
2005/6/16,787.501,797.426,140297132
2005/6/17,799.166,790.55,124984614
2005/6/20,790.113,813.122,163602542
2005/6/21,813.873,806.023,142590599
2005/6/22,804.628,810.029,141465734
2005/6/23,807.94,796.051,133188135
2005/6/24,793.827,799.695,139279344
2005/6/27,804.253,822.881,228413028
2005/6/28,820.976,807.644,141353488
2005/6/29,809.284,805.097,132196484
2005/6/30,804.459,781.826,154257722
2005/7/1,779.478,743.115,187258287
2005/7/4,736.664,734.952,160278414
2005/7/5,732.538,729.359,118865959
2005/7/6,729.282,727.061,110524860
2005/7/7,726.929,732.049,107828211
2005/7/8,730.577,706.735,127768206
2005/7/11,709.047,694.828,126447200
2005/7/12,691.282,720.565,166375133
2005/7/13,718.905,711.951,141411919
2005/7/14,711.089,711.583,122852546
2005/7/15,712.134,690.491,129685737
2005/7/18,688.09,669.029,105700353
2005/7/19,667.764,677.02,92032561
2005/7/20,677.202,682.122,95053698
2005/7/21,682.974,679.019,111150175
2005/7/22,678.725,694.294,210200059
2005/7/25,694.036,692.388,137634529
2005/7/26,691.501,709.097,202592080
2005/7/27,708.669,724.045,212508958
2005/7/28,723.711,725.806,246503413
2005/7/29,724.805,722.873,177157130
2005/8/1,721.492,729.902,137269956
2005/8/2,730.333,744.005,203168197
2005/8/3,745.664,751.893,296600370
2005/8/4,750.608,747.568,222362064
2005/8/5,747.995,772.151,279478604
2005/8/8,777.96,783.726,333786041
2005/8/9,786.079,799.411,296272216
2005/8/10,799.096,809.459,318334979
2005/8/11,811.742,817.621,336464322
2005/8/12,818.995,803.443,400838656
2005/8/15,803.655,830.344,306116098
2005/8/16,832.394,833.485,386960910
2005/8/17,833.351,857.657,453542242
2005/8/18,859.074,826.424,586256858
2005/8/19,821.765,827.464,434230731
2005/8/22,825.516,836.515,259321694
2005/8/23,834.934,819.17,258882506
2005/8/24,818.846,830.999,284141816
2005/8/25,831.369,843.884,297115834
2005/8/26,845.091,848.024,309615286
2005/8/29,848.137,842.154,301369542
2005/8/30,840.333,832.523,250118282
2005/8/31,831.004,850.734,272048330
2005/9/1,850.255,870.712,365685691
2005/9/2,872.608,880.862,386712349
2005/9/5,882.74,891.156,308021839
2005/9/6,893.591,864.926,392293659
2005/9/7,864.139,893.582,356920720
2005/9/8,896.169,897.373,408490421
2005/9/9,897.41,887.997,291585787
2005/9/12,888.839,894.159,205168909
2005/9/13,895.052,915.497,315464241
2005/9/14,916.876,927.815,426834754
2005/9/15,926.864,929.952,366461128
2005/9/16,929.076,930.411,296694661
2005/9/19,932.579,947.902,363300753
2005/9/20,950.666,947.284,470888734
2005/9/21,942.734,933.812,430650965
2005/9/22,927.845,892.077,385855385
2005/9/23,885.937,874.667,247035198
2005/9/26,873.949,884.285,188513672
2005/9/27,884.26,859.634,241850975
2005/9/28,857.588,857.46,201254722
2005/9/29,855.552,876.566,237305477
2005/9/30,876.916,870.957,202548349
2005/10/10,870.245,859.077,180345586
2005/10/11,857.27,879.88,188693818
2005/10/12,880.107,889.599,204717142
2005/10/13,890.437,886.077,216194192
2005/10/14,884.322,876.262,185145416
2005/10/17,873.788,879.27,166948520
2005/10/18,878.938,897.454,247957481
2005/10/19,897.727,891.35,278469222
2005/10/20,891.152,891.058,227553522
2005/10/21,891.325,897.639,226574080
2005/10/24,896.579,897.355,194604517
2005/10/25,896.215,876.636,204004384
2005/10/26,875.05,853.183,226751540
2005/10/27,848.861,837.336,210894305
2005/10/28,839.368,806.557,208081500
2005/10/31,803.012,812.452,161259021
2005/11/1,810.971,804.35,172326544
2005/11/2,804.153,826.51,225145831
2005/11/3,826.037,818.951,192594095
2005/11/4,818.207,826.766,167460237
2005/11/7,827.48,837.67,159663654
2005/11/8,837.899,846.564,179577827
2005/11/9,847.166,842.774,216839415
2005/11/10,841.52,816.009,237513179
2005/11/11,814.293,822.673,174733831
2005/11/14,820.643,827.478,138495516
2005/11/15,827.423,821.064,153396210
2005/11/16,820.294,827.588,139152137
2005/11/17,827.171,828.645,142782245
2005/11/18,827.198,848.778,266133372
2005/11/21,851.655,855.432,193701052
2005/11/22,854.888,833.585,177517164
2005/11/23,832.103,841.307,139749273
2005/11/24,840.108,845.476,159936707
2005/11/25,845.831,847.343,145607139
2005/11/28,849.191,846.429,140601357
2005/11/29,847.094,835.306,156806809
2005/11/30,835.538,839.24,181003456
2005/12/1,839.537,835.386,134858876
2005/12/2,834.071,821.715,137013877
2005/12/5,821.08,794.322,144180480
2005/12/6,792.213,796.987,107077712
2005/12/7,796.987,805.528,108895250
2005/12/8,805.988,802.541,119864140
2005/12/9,802.659,816.955,135271180
2005/12/12,818.449,823.324,137817394
2005/12/13,823.337,822.533,105400214
2005/12/14,822.533,831.797,132113572
2005/12/15,831.637,824.607,128466967
2005/12/16,824.582,831.961,124078544
2005/12/19,832.924,834.02,120141423
2005/12/20,834.236,835.007,115147659
2005/12/21,834.702,823.371,111688001
2005/12/22,823.113,826.909,98093081
2005/12/23,826.994,834.717,131424644
2005/12/26,835.63,841.206,163385920
2005/12/27,841.164,841.925,140339848
2005/12/28,842.111,844.074,128332465
2005/12/29,846.537,852.386,187918531
2005/12/30,853.462,842.736,167536691
2006/1/4,843.915,852.531,164471379
2006/1/5,852.531,865.698,286048669
2006/1/6,867.258,872.818,331289706
2006/1/9,875.19,886.656,326381620
2006/1/10,886.791,889.152,263976742
2006/1/11,888.874,880.909,294471325
2006/1/12,879.943,899.809,307694431
2006/1/13,900.828,904.611,332958002
2006/1/16,905.245,892.798,294991134
2006/1/17,890.605,891.538,232998783
2006/1/18,890.424,908.856,298157980
2006/1/19,910.272,914.31,331735497
2006/1/20,914.781,908.661,338925488
2006/1/23,909.963,909.728,336926857
2006/1/24,910.735,903.843,330586825
2006/1/25,902.817,887.718,316023259
2006/2/6,889.411,909.473,268501320
2006/2/7,911.128,915.254,385400886
2006/2/8,914.815,924.705,306734633
2006/2/9,926.214,914.397,283946992
2006/2/10,916.832,925.088,261096842
2006/2/13,926.24,926.473,282718534
2006/2/14,926.518,934.089,281025539
2006/2/15,936.925,935.766,332118698
2006/2/16,935.867,913.996,384375623
2006/2/17,913.996,907.709,309900459
2006/2/20,905.907,899.591,246792493
2006/2/21,898.263,918.339,286179310
2006/2/22,919.132,919.563,323981347
2006/2/23,918.489,920.871,271837820
2006/2/24,920.781,926.622,259010759
2006/2/27,926.741,926.476,280186907
2006/2/28,924.961,929.381,287504267
2006/3/1,929.301,936.7,268368005
2006/3/2,937.073,917.95,317598056
2006/3/3,915.813,918.007,261226912
2006/3/6,918.539,915.66,195892098
2006/3/7,915.294,889.002,243034193
2006/3/8,884.894,889.969,220433990
2006/3/9,889.543,884.028,168246979
2006/3/10,884.182,885.414,167876647
2006/3/13,884.658,892.683,156789589
2006/3/14,893.143,895.795,202589897
2006/3/15,894.166,902.735,189171089
2006/3/16,902.641,903.933,193720190
2006/3/17,903.343,899.39,204351237
2006/3/20,899.397,908.357,210651075
2006/3/21,908.793,911.14,260623466
2006/3/22,910.629,920.301,281103796
2006/3/23,920.843,931.18,344230826
2006/3/24,932.305,921.306,290645827
2006/3/27,921.84,931.033,257342889
2006/3/28,931.478,933.304,278059607
2006/3/29,933.324,931.044,315169274
2006/3/30,931.71,923.95,287947461
2006/3/31,921.758,923.189,252156494
2006/4/3,924.136,936.343,332374063
2006/4/4,937.846,947.245,388296015
2006/4/5,947.832,954.995,379152032
2006/4/6,956.559,952.323,390024587
2006/4/7,952.036,961.437,405138939
2006/4/10,961.616,980.272,425502159
2006/4/11,982.679,982.143,443656213
2006/4/12,982.037,986.351,422694942
2006/4/13,987.274,960.327,467400255
2006/4/14,957.594,977.089,357620872
2006/4/17,979.767,988.191,430623252
