,000016.SH,000016.SH,000016.SH,000300.SH,000300.SH,000300.SH,000905.SH,000905.SH,000905.SH,000852.SH,000852.SH,000852.SH
,open,close,volume,open,close,volume,open,close,volume,open,close,volume
date,,,,,,,,,,,,
2011/4/12,2167.72,2165.833,3372169300,3324.754,3326.771,10193850600,5096.566,5114.459,5271436500,5381.972,5377.314,3452954735
2011/4/13,2153.927,2199.229,3110626700,3311.324,3372.031,8703633800,5098.644,5165.207,4887132900,5358.019,5424.455,3071995562
2011/4/14,2200.397,2190.147,3523934500,3374.324,3353.56,8897224100,5162.306,5150.869,4891311900,5421.911,5419.136,3282646128
2011/4/15,2183.453,2201.086,2880444300,3345.134,3358.944,7851487400,5143.297,5162.415,5279411200,5406.51,5418.884,3399908915
2011/4/18,2192.29,2201.371,3016724700,3346.149,3359.438,8658262400,5149.342,5178.894,5646023100,5403.822,5453.712,3890513541
2011/4/19,2186.18,2151.957,2622331200,3334.912,3295.812,8510693300,5149.656,5116.144,6401797400,5427.754,5408.906,4259436045
2011/4/20,2156.083,2144.274,2473485400,3300.418,3295.758,7234331800,5116.111,5152.395,5087671500,5401.469,5446.993,3543765191
2011/4/21,2158.218,2160.699,2316538900,3312.271,3317.367,7324042400,5169.623,5188.111,5383070700,5452.313,5472.287,3448406147
2011/4/22,2161.22,2151.669,2164185500,3317.083,3299.942,6717145500,5187.764,5165.123,5498767000,5465.831,5430.406,3163197579
2011/4/25,2147.588,2127.462,2426388200,3292.48,3249.574,7442182900,5152.071,5054.768,5011404400,5414.55,5298.652,3178933724
2011/4/26,2123.059,2118.326,2096331500,3242.529,3230.96,5909641700,5033.79,4970.572,3925771800,5271.716,5196.523,2542585004
2011/4/27,2127.472,2113.012,2324035400,3242.619,3209.503,6244356700,4977.952,4913.497,4112825800,5198.14,5128.222,2669593479
2011/4/28,2128.134,2111.489,2600724600,3224.413,3161.776,6505023500,4920.935,4755.416,4077560200,5128.209,4948.711,2543487609
2011/4/29,2110.782,2113.871,2166071200,3161.158,3192.723,5368306500,4749.531,4836.866,3011031000,4940.532,5027.552,1907104021
2011/5/3,2111.228,2114.417,1685346300,3192.845,3211.132,5499891000,4836.86,4920.57,3546053500,5029.667,5119.157,2219707922
2011/5/4,2101.63,2056.699,2351889700,3192.844,3129.028,6671634000,4900.436,4814.781,4062791500,5101.627,5016.806,2470618040
2011/5/5,2045.498,2050.069,2101490000,3115.003,3126.117,5256774700,4792.13,4827.212,3470003100,4996.251,5040.33,2015109040
2011/5/6,2026.885,2037.748,1725644000,3093.809,3121.396,5535218600,4787.522,4849.969,3690577100,5005.817,5080.042,2103601759
2011/5/9,2041.352,2036.764,1319434600,3126.26,3129.759,4602740400,4855.837,4889.92,3456250800,5085.362,5126.679,2167286420
2011/5/10,2040.692,2057.666,1170778100,3135.146,3153.221,4093299500,4893.953,4918.674,3522454500,5128.88,5169.234,2349920877
2011/5/11,2056.735,2048.342,1360474000,3153.648,3145.085,4768853300,4919.243,4929.488,4237492400,5164.61,5179.608,2681657456
2011/5/12,2035.241,2021.283,1391016400,3123.158,3101.603,4879950100,4896.335,4863.795,4735557300,5145.181,5100.274,2907873051
2011/5/13,2024.376,2043.259,1715264700,3105.303,3128.093,4689595100,4860.034,4902.564,4246408300,5092.308,5143.46,2601444485
2011/5/16,2036.317,2019.536,1399431800,3120.436,3100.463,4519431900,4900.004,4900.706,4099534300,5142.359,5141.23,2544236381
2011/5/17,2018.302,2033.78,1574050500,3097.071,3116.028,5120373100,4892.293,4873.954,4686059500,5128.59,5100.069,2744722779
2011/5/18,2029.257,2053.637,1350971000,3109.294,3139.379,3964176800,4859.321,4906.189,3608075100,5084.616,5137.721,2506320676
2011/5/19,2059.656,2046.113,1262306200,3148.353,3120.639,4311078200,4912.813,4879.892,3468265600,5139.418,5115.634,2572166207
2011/5/20,2046.068,2052.544,1209791500,3120.579,3121.596,3846801200,4875.08,4863.185,3021996400,5105.388,5102.129,2282971555
2011/5/23,2047.774,1993.067,1983271800,3115.312,3022.98,5590247200,4853.899,4679.527,4285262200,5092.348,4907.393,2913836860
2011/5/24,1989.834,1995.273,1362292100,3013.715,3026.223,4160894400,4656.012,4672.076,3287198100,4877.902,4908.914,2485180354
2011/5/25,1993.101,1971.097,1389608200,3020.323,2990.343,3928970400,4667.636,4618.748,3418169200,4902.748,4855.585,2547326197
2011/5/26,1985.567,1974.328,1186235400,3011.466,2978.381,3700374700,4635.946,4572.942,3570183800,4871.09,4815.847,2717101536
2011/5/27,1976.646,1976.693,1502442500,2980.721,2963.308,4277090500,4561.772,4428.894,3390238600,4801.695,4644.289,2737829468
2011/5/30,1974.535,1980.74,1319003800,2956.575,2954.506,3467116000,4402.999,4345.048,2659257500,4618.516,4565.116,2130299568
2011/5/31,1983.159,2010.564,1403810900,2958.607,3001.556,3968939900,4347.99,4444.276,2647238400,4559.632,4661.693,2069216178
2011/6/1,2004.997,2002.659,1345945800,2996.085,3004.173,3841932700,4439.386,4490.892,2746729400,4655.285,4723.706,2378270482
2011/6/2,1982.851,1963.052,2229570200,2970.634,2955.705,5261786700,4434.863,4429.999,3038598800,4664.197,4658.373,2441687929
2011/6/3,1959.036,1974.951,1317742900,2951.579,2986.349,3907616400,4425.488,4506.196,2671969100,4655.331,4739.359,2146008746
2011/6/7,1968.172,1984.446,1112125500,2977.681,3004.262,3685233200,4496.959,4547.303,2535242700,4734.785,4792.018,2195816276
2011/6/8,1985.06,1980.672,1390486700,3003.581,3008.652,4290875800,4542.698,4562.972,2969370400,4789.814,4826.858,2589655714
2011/6/9,1974.112,1947.875,1490627500,3000.404,2951.889,4749663600,4552.066,4456.73,3012745200,4815.064,4716.715,2611842032
2011/6/10,1945.105,1951.031,1330891500,2947.927,2961.932,4220188200,4442.511,4469.049,2716272700,4696.926,4724.618,2244987795
2011/6/13,1936.055,1945.72,1315494200,2940.391,2950.348,3835166800,4439.868,4468.787,2290297400,4694.368,4724.573,1931497005
2011/6/14,1944.232,1970.099,2158525700,2947.655,2993.559,5598281500,4466.99,4540.939,2995558500,4721.755,4796.473,2427771850
2011/6/15,1963.978,1952.076,1462916700,2984.962,2963.119,4439085200,4531.363,4499.694,2954781100,4786.721,4755.425,2268304681
2011/6/16,1938.992,1927.047,1348686200,2939.681,2917.578,4113548200,4461.257,4402.143,2790606900,4713.318,4645.556,2200207308
2011/6/17,1926.445,1912.379,1496950600,2916.405,2892.157,4117653000,4392.983,4337.367,2282689700,4637.509,4571.232,1967720162
2011/6/20,1910.285,1904.8,1516562000,2888.935,2874.896,3799198200,4325.604,4278.753,2158850500,4555.24,4505.848,1805587344
2011/6/21,1910.501,1923.816,1558925500,2883.354,2909.073,4203892300,4286.358,4338.422,2444865700,4507.34,4562.736,1978866701
2011/6/22,1927.106,1923.562,1377719600,2913.666,2908.582,3731880200,4341.356,4321.219,2228087900,4563.086,4565.618,1870905286
2011/6/23,1916.967,1950.874,1636810300,2899.013,2957.629,4594111700,4307.814,4402.938,2927737600,4551.158,4647.985,2358489599
2011/6/24,1940.088,1997.298,3124713800,2946.609,3027.47,8545924000,4390.09,4509.18,4592928400,4633.746,4757.732,3355263811
2011/6/27,1994.991,1994.583,2051660100,3028.496,3036.491,6561577100,4511.764,4568.189,3916460400,4761.062,4832.012,3175399077
2011/6/28,1996.226,1993.723,1737592500,3040.183,3041.734,5576625400,4569.757,4574.477,3231001100,4832.725,4850.796,2764623162
2011/6/29,1991.473,1960.771,2046146900,3039.047,3000.169,5347684800,4570.843,4511.545,3396370200,4847.027,4800.193,2810626039
2011/6/30,1965.056,1989.433,2209796900,3003.23,3044.089,6250254900,4506.748,4579.332,3273795000,4793.807,4872.268,2689813769
2011/7/1,1994.088,1986.03,2032996200,3052.12,3049.745,5676665300,4589.175,4604.746,3882020200,4885.062,4899.16,3595775322
2011/7/4,1996.255,2033.855,2850154500,3064.935,3121.98,8046403100,4617.952,4719.391,5031479400,4912.414,5011.675,4328151373
2011/7/5,2034.812,2029.623,2408842700,3122.899,3122.5,6776333500,4722.327,4749.424,4606850900,5019.742,5055.645,4381526902
2011/7/6,2025.397,2017.172,2234395200,3116.121,3113.712,6155580700,4742.166,4760.917,4330434000,5043.514,5081.962,4165216022
2011/7/7,2030.038,2006.141,2759506200,3123.29,3101.68,7181036000,4757.074,4761.452,4850315800,5070.245,5073.056,4454358417
2011/7/8,2010.516,2014.733,1956902600,3105.486,3109.183,5128259300,4755.751,4756.614,3641059700,5061.249,5057.722,3395402974
2011/7/11,2006.067,2010.689,1570092200,3097.874,3113.206,4792066000,4741.98,4799.42,3725219400,5049.658,5110.356,3634191977
2011/7/12,1994.937,1968.076,1962480100,3089.136,3056.905,5710798400,4762.094,4731.118,4142080400,5056.305,5030.082,4177476857
2011/7/13,1973.076,1998.413,2024331200,3060.42,3106.247,5411436700,4729.198,4825.419,4023526700,5023.032,5132.073,3818646478
2011/7/14,2002.463,2005.752,2235013900,3112.587,3115.745,6031493500,4833.752,4866.165,4613078200,5136.731,5187.076,4393612184
2011/7/15,1998.585,2012.032,2077234900,3105.497,3128.889,6155032200,4853.755,4896.043,4781930400,5176.119,5229.099,4787176060
2011/7/18,2013.463,2002.826,1923445000,3131.803,3122.6,6069131100,4902.222,4895.26,4843666600,5232.303,5235.194,4375652132
2011/7/19,1994.376,1988.297,1893454200,3108.472,3095.125,5338870900,4871.677,4843.705,4150607400,5211.536,5176.185,3787745790
2011/7/20,1999.838,1983.668,1585721100,3113.705,3091.567,4411833100,4864.276,4849.057,3945111400,5196.968,5184.115,3492726975
2011/7/21,1984.752,1961.302,1630229300,3092.271,3059.139,4408469100,4846.336,4784.388,3879897100,5176.68,5111.413,3303420543
2011/7/22,1966.118,1964.828,1287331900,3066.192,3067.985,3725725500,4791.455,4800.938,3316057700,5118.932,5143.206,3078445257
2011/7/25,1954.315,1909.813,2448068600,3050.897,2968.289,6718099600,4784.969,4613.73,4350413100,5126.227,4920.456,4090378542
2011/7/26,1909.334,1914.154,1406692900,2965.721,2977.766,4351545700,4604.987,4633.372,2841260600,4907.774,4951.521,2835701994
2011/7/27,1905.038,1918.787,1716459700,2961.576,3000.052,4838561200,4621.503,4710.379,3221238600,4940.149,5037.957,3154724658
2011/7/28,1902.932,1900.219,1716958300,2973.642,2981.002,4813898400,4670.916,4680.898,3191405100,4975.711,5013.657,2976309991
2011/7/29,1901.947,1908.213,1846980200,2981.021,2972.079,4629825300,4678.778,4628.32,2939857100,5007.896,4963.417,2805786414
2011/8/1,1905.904,1909.952,1216563400,2969.106,2977.721,3388694900,4622.697,4644.462,2498278200,4953.586,4995.385,2435913789
2011/8/2,1897.201,1894.323,1252935100,2958.85,2956.383,3897835700,4627.383,4610.783,3058629000,4981.331,4971.388,2897991258
2011/8/3,1879.822,1893.003,1267786600,2930.193,2954.87,3866836200,4565.755,4625.173,2743907700,4923.478,4995.003,2673782638
2011/8/4,1898.45,1895.43,1003075200,2962.913,2960.309,3298571900,4631.416,4649.425,2591344100,4999.262,5016.52,2774056059
2011/8/5,1849.905,1850.143,1822896000,2881.737,2897.417,4931685400,4504.078,4559.018,3073141000,4852.443,4896.379,2998733177
2011/8/8,1832.662,1794.431,2864238600,2864.514,2793.897,7151776600,4494.38,4330.771,4171750400,4826.057,4627.101,3677277165
2011/8/9,1752.738,1801.822,2897620100,2720.953,2798.19,6984267600,4199.126,4317.107,3800449800,4479.237,4619.644,3493668479
2011/8/10,1832.091,1814.667,2227599600,2845.352,2824.12,5865931200,4389.153,4378.698,3826854400,4686.783,4693.61,3575569578
2011/8/11,1789.962,1840.289,2098110000,2779.715,2866.924,5899768900,4283.237,4454.394,3754621800,4585.317,4780.688,3580496296
2011/8/12,1848.127,1838.159,1687013800,2881.554,2875.365,5719740600,4483.849,4505.886,4038279500,4807.163,4838.915,3712932492
2011/8/15,1842.125,1872.389,1881871500,2883.174,2917.883,5987547600,4514.646,4571.719,3616918500,4847.615,4918.885,3426350579
2011/8/16,1872.997,1862.892,1820503900,2920.829,2897.581,5096268100,4578.349,4533.321,3480351600,4923.413,4888.682,3284515979
2011/8/17,1863.168,1858.303,1283983100,2893.849,2886.013,3917817900,4520.685,4513.485,2810194100,4875.5,4881.837,2960586131
2011/8/18,1861.287,1824.857,1376173600,2887.103,2834.254,4076888300,4510.135,4436.101,2952560800,4875.933,4789.206,2824885269
2011/8/19,1798.806,1806.283,1676631800,2789.346,2807.664,4325965000,4341.185,4395.019,2742939200,4685.367,4742.324,2480786397
2011/8/22,1808.061,1790.136,1238736900,2809.329,2777.787,3420968500,4395.034,4363.959,2447683300,4738.504,4715.704,2267286335
2011/8/23,1797.195,1821.192,1268040500,2788.699,2821.003,3262051400,4376.262,4434.922,2559515300,4725.937,4799.179,2385458136
2011/8/24,1828.042,1806.79,1293248100,2834.577,2810.016,3530156500,4453.427,4427.978,2778394700,4821.443,4797.8,2827439809
2011/8/25,1813.092,1878.479,3310051800,2818.701,2903.837,7221684500,4432.405,4520.171,3411412100,4799.232,4879.624,3102219379
2011/8/26,1867.319,1876.334,1799911500,2889.382,2901.216,4560410200,4506.09,4530.423,3070925300,4865.465,4905.074,2870816373
2011/8/29,1856.744,1836.877,1771379700,2875.784,2852.809,4426785000,4509.894,4490.158,3022034300,4888.859,4876.72,2729379837
2011/8/30,1850.99,1835.072,1673118600,2875.144,2841.74,4313787200,4511.253,4451.726,3137815200,4894.087,4824.919,2851362047
2011/8/31,1836.976,1841.539,1200385500,2843.993,2846.776,3210789900,4449.678,4430.538,2442128400,4821.101,4798.727,2443859844
2011/9/1,1845.465,1840.371,1187616300,2852.386,2834.535,3011870200,4435.333,4395.069,2280109400,4801.869,4771.877,2251780247
2011/9/2,1836.205,1820.676,1140402700,2828.839,2803.854,2931711600,4387.301,4344.977,2096877100,4762.911,4716.878,1932607776
2011/9/5,1805.885,1786.465,1283951500,2780.834,2743.817,3200566000,4305.438,4238.069,2101343100,4674.467,4596.131,1946220829
2011/9/6,1776.81,1779.518,1208363500,2727.749,2723.303,2971398200,4205.087,4204.908,1728596000,4562.823,4568.585,1730974606
2011/9/7,1787.093,1813.864,1264162900,2738.789,2779.09,3326538100,4221.987,4306.361,2348642800,4580.443,4684.104,2350865712
2011/9/8,1820.113,1799.784,888349300,2788.832,2756.105,2683873500,4320.53,4260.155,2232336600,4698.646,4635.026,2353012617
2011/9/9,1809.512,1800.934,1103868000,2770.153,2751.095,2707350300,4256.48,4233.748,1818235900,4629.628,4609.577,1950445078
2011/9/13,1775.216,1783.181,1098408100,2712.443,2720.283,2671376400,4176.302,4164.288,1806230700,4533.002,4532.082,1919449346
2011/9/14,1789.873,1787.115,1246557700,2729.256,2733.108,3042478000,4176.037,4212.129,1900626900,4548.668,4589.687,2036003079
2011/9/15,1787.093,1779.684,1265052600,2734.552,2729.051,3117192500,4215.371,4215.5,2038122400,4593.087,4598.446,2148737227
2011/9/16,1790.308,1784.934,1059814400,2744.218,2733.987,2755593200,4229.003,4214.816,1765427800,4610.36,4598.815,2001499886
2011/9/19,1772.293,1749.705,1117348800,2718.318,2679.27,2909094100,4200.475,4131.885,1779025100,4580.066,4507.677,1861199887
2011/9/20,1748.198,1757.641,960373400,2675.043,2689.845,2559868100,4121.035,4151.851,1771203300,4495.391,4537.526,1842058172
2011/9/21,1758.735,1808.37,2056662700,2691.701,2771.011,5619417100,4150.817,4275.094,3021211600,4534.949,4666.074,2924998431
2011/9/22,1790.698,1750.611,1738453700,2745.146,2685.688,4710266000,4241.42,4151.8,2749161300,4631.799,4529.956,2631866020
2011/9/23,1726.315,1740.322,1719288300,2644.294,2669.478,4259222400,4079.06,4117.735,2324573600,4449.625,4494.477,2294448761
2011/9/26,1724.034,1689.931,1603180000,2645.245,2610.919,3917512400,4102.608,4051.425,1974480200,4475.63,4426.398,2019586480
2011/9/27,1707.996,1710.987,1316651500,2634.925,2637.879,3502197400,4077.227,4068.231,1927412700,4450.043,4441.807,1988334773
2011/9/28,1722.611,1695.837,1216743400,2654.83,2610.59,3416955500,4088.779,3999.782,2029203000,4458.458,4358.335,2046134601
2011/9/29,1684.822,1689.538,1353289600,2593.559,2588.185,3709359300,3977.135,3871.06,2206161700,4331.219,4189.114,2140927874
2011/9/30,1693.463,1684.497,1348679000,2595.582,2581.351,3205082200,3875.023,3856.828,1675697400,4192.621,4174.447,1543311317
2011/10/10,1688.411,1669.348,1144892200,2588.349,2557.082,2832512200,3866.855,3832.577,1375316900,4184.094,4159.453,1350548031
2011/10/11,1720.147,1675.42,1911480400,2625.163,2551.994,4502984800,3919.441,3817.927,2001915600,4242.468,4152.716,1976380413
2011/10/12,1666.804,1737.358,2728361800,2537.398,2644.758,6594568000,3803.959,3950.655,2700203000,4136.668,4302.102,2847688322
2011/10/13,1732.072,1746.935,2110185100,2636.863,2662.601,6042620100,3943.164,4001.853,2875287900,4296.471,4370.724,3054597707
2011/10/14,1741.886,1745.214,1348183200,2655.358,2653.782,3833694800,3994.733,3985.193,2210043600,4357.685,4350.424,2287954047
2011/10/17,1748.079,1757.056,1399503800,2658.947,2666.951,3615831500,3993.749,3997.121,2181506500,4356.747,4368.772,2260808739
2011/10/18,1742.094,1709.283,1543324300,2646.841,2592.209,3937344800,3974.464,3877.024,2445386900,4341.779,4230.954,2494116487
2011/10/19,1715.15,1708.946,1201961400,2599.917,2583.081,3111616600,3882.017,3854.169,1970181500,4232.19,4216.672,1981495882
2011/10/20,1698.779,1674.027,1535419100,2566.603,2520.532,3984246200,3841.263,3740.469,2260114400,4199.427,4088.078,2127329848
2011/10/21,1675.782,1676.097,1241151900,2522.257,2507.877,2984350300,3733.701,3671.695,1721008400,4077.762,4008.554,1667349579
2011/10/24,1683.71,1729.033,2114741100,2517.059,2576.669,4634580100,3675.716,3736.765,2302872200,4007.488,4071.455,2200039464
2011/10/25,1726.155,1751.677,2239528500,2572.708,2625.425,5796737500,3735.625,3842.978,3263863700,4065.088,4185.191,3040109649
2011/10/26,1744.35,1765.63,2696418700,2613.272,2651.652,7309824000,3818.24,3884.39,3889021400,4154.523,4217.893,3366683504
2011/10/27,1770.376,1774.506,1711243200,2658.428,2657.478,4882039100,3890.258,3888.992,3301147900,4217.946,4216.232,2972257337
2011/10/28,1800.865,1807.056,2993999200,2694.542,2709.017,7164310500,3932.852,3978.8,4318106800,4258.772,4306.396,3433350275
2011/10/31,1802.841,1792.051,1744973800,2704.535,2695.307,5040711200,3975.072,3999.362,3618261600,4303.372,4350.134,3201493503
2011/11/1,1777.463,1795.392,1911651400,2672.508,2697.534,5520665100,3963.37,3999.831,3391698500,4312.105,4354.996,3294512556
2011/11/2,1769.672,1825.453,2248013900,2658.547,2742.39,6436158400,3937.898,4072.781,4297387700,4284.445,4432.334,3854261596
2011/11/3,1831.137,1819.042,2700607200,2752.627,2744.301,8482076000,4085.502,4097.618,5758645000,4451.917,4458.448,5092930414
2011/11/4,1837.834,1831.755,2062163900,2770.572,2763.746,6195821800,4115.097,4131.13,4211797700,4475.803,4491.169,3796130826
2011/11/7,1822.938,1809.798,1476236400,2750.991,2736.248,4537505600,4125.02,4114.767,3247751400,4479.517,4474.752,2964807710
2011/11/8,1815.865,1808.609,1654132600,2745.059,2727.71,4788425200,4115.769,4057.555,3057045500,4470.742,4420.984,2920536833
2011/11/9,1816.962,1821.756,1569856900,2739.154,2751.654,4687796000,4065.198,4126.003,3218422500,4427.312,4501.262,3052385523
2011/11/10,1801.063,1781.911,1743039000,2720.836,2699.588,5117370200,4080.357,4064.371,3452368000,4450.627,4441.789,3325259229
2011/11/11,1785.552,1779.514,1170822100,2705.243,2695.002,3663669600,4069.401,4062.144,2918880100,4441.29,4441.938,2803339371
2011/11/14,1795.812,1816.057,1553563700,2717.544,2750.195,4639094300,4092.055,4159.567,3512701700,4474.534,4553.241,3465565361
2011/11/15,1812.984,1808.176,1282197600,2746.773,2744.68,4175986400,4159.16,4192.665,3516143900,4552.796,4587.389,3458463673
2011/11/16,1807.197,1755.415,1874414000,2745.858,2670.116,5594923900,4194.375,4088.323,3835667700,4586.211,4474.273,3768500326
2011/11/17,1757.486,1748.447,1104541700,2671.953,2662.017,3524765200,4086.506,4079.536,2924785300,4471.594,4474.337,2748308899
2011/11/18,1735.994,1720.764,1316727000,2643.667,2606.495,4241471800,4054.459,3963.258,2996717700,4444.917,4333.894,2809204389
2011/11/21,1722.906,1721.386,937758200,2608.556,2609.687,2797189600,3956.393,3966.636,2048320100,4326.48,4346.996,2030827035
2011/11/22,1710.985,1722.234,938545700,2592.229,2609.475,2906907800,3932.5,3957.93,2017532300,4308.503,4341.689,2094194001
2011/11/23,1724.363,1701.065,995515700,2613.291,2584.011,2853141200,3964.142,3942.695,2043581700,4343.403,4318.118,1948424563
2011/11/24,1688.783,1704.691,966578700,2565.686,2588.915,3031960100,3909.388,3935.273,2110914300,4279.343,4311.28,2212436968
2011/11/25,1701.686,1691.671,742362700,2585.137,2569.973,2391376600,3931.095,3911.356,1914147400,4306.051,4280.951,2110572327
2011/11/28,1698.297,1693.668,788840400,2578.344,2573.321,2566693600,3915.999,3915.298,1850107300,4283.888,4283.102,1956673466
2011/11/29,1708.183,1716.095,975491000,2595.086,2608.569,3002587800,3945.356,3980.618,2275247200,4316.231,4358.574,2449261512
2011/11/30,1709.35,1662.748,1443332400,2600.099,2521.52,4235264500,3974.726,3819.942,3011637400,4352.352,4164.115,2935751940
2011/12/1,1717.715,1713.048,2700735700,2596.153,2583.613,6352025200,3923.165,3897.019,3494188400,4278.108,4254.087,3254997843
2011/12/2,1705.305,1704.457,1126423800,2570.56,2557.311,3218370300,3878.014,3817.041,2321019100,4232.553,4164.809,2415222561
2011/12/5,1708.957,1694.496,1243851400,2561.2,2521.385,3206338800,3806.467,3692.227,2016211300,4150.518,4021.213,1926881549
2011/12/6,1690.464,1689.01,977004400,2515.044,2516.341,2629758100,3679.736,3691.804,1703889200,4006.46,4022.734,1734502500
2011/12/7,1691.436,1702.454,894866300,2517.341,2528.228,2326183900,3689.05,3702.103,1532657400,4017.669,4035.026,1623423406
2011/12/8,1701.285,1701.68,966859700,2525.041,2525.001,2777774400,3695.873,3700.089,1949426300,4023.249,4034.047,2001313177
2011/12/9,1690.053,1692.061,805870000,2506.624,2503.461,2402905900,3672.591,3663.843,1535836600,4002.451,3991.445,1562391349
2011/12/12,1689.722,1678.698,764706000,2497.922,2477.692,2190124900,3663.562,3616.087,1409450300,3989.661,3939.273,1503146172
2011/12/13,1671.84,1645.815,1330657700,2467.016,2421.928,3571753400,3597.092,3490.4,2035264900,3918.62,3789.032,2060411364
2011/12/14,1643.017,1637.009,881306000,2415.944,2397.48,2532010900,3477.046,3423.474,1545233400,3773.091,3705.481,1656700113
2011/12/15,1626.69,1599.012,1253511800,2382.441,2340.788,3675083400,3401.499,3329.575,1986821500,3681.808,3598.937,1933134551
2011/12/16,1598.07,1628.999,1326199700,2339.976,2390.129,3630233900,3328.212,3427.214,1922565800,3592.199,3705.577,1940249747
2011/12/19,1615.953,1625.257,1382048800,2370.418,2384.408,3790975200,3408.564,3434.845,1938126500,3683.036,3715.703,1988992897
2011/12/20,1619.802,1624.445,1210864900,2376.709,2377.073,3240232700,3422.761,3424.448,1995588600,3703.861,3701.62,2030467996
2011/12/21,1637.365,1604.251,1190453600,2397.275,2339.108,3120952500,3449.369,3342.401,1775050000,3723.747,3602.598,1903032492
2011/12/22,1597.305,1608.238,1426773900,2325.27,2341.335,3668385800,3315.839,3298.724,2191627000,3569.407,3535.237,2232927475
2011/12/23,1606.294,1617.944,1134057000,2337.382,2359.159,3316190400,3286.448,3327.394,1899617600,3520.311,3561.984,1953916884
2011/12/26,1608.525,1601.467,996668700,2345.555,2335.702,2822408700,3321.981,3308.072,1547683700,3558.986,3536.285,1623145913
2011/12/27,1599.408,1590.995,956904900,2332.826,2305.035,2927731400,3297.413,3224.148,1587409700,3521.744,3422.983,1688655619
2011/12/28,1586.224,1594.835,1207800600,2295.866,2307.928,3288202000,3201.309,3207.399,1744064800,3396.074,3393.368,1759503914
2011/12/29,1588.037,1596.587,1047470500,2297.288,2311.361,3088770000,3190.193,3207.181,1522092700,3376.414,3394.846,1515017237
2011/12/30,1602.316,1617.613,1312220200,2318.673,2345.742,3586524300,3214.195,3266.775,1778426500,3399.63,3456.287,1663176394
2012/1/4,1628.168,1595.12,1282270500,2361.499,2298.753,3434456700,3290.819,3192.234,1834283900,3478.343,3362.829,1848603588
2012/1/5,1591.237,1596.593,1807836500,2290.78,2276.385,4301648000,3173.007,3074.368,1996570000,3337.369,3205.402,2130342775
2012/1/6,1595.731,1608.358,1386997300,2274.352,2290.601,3519899200,3060.446,3087.546,1781812300,3190.721,3224.498,1908490783
2012/1/9,1608.491,1659.054,2162757900,2291.182,2368.57,5472734100,3089.448,3212.904,2561640800,3221.736,3365.897,2675813336
2012/1/10,1658.198,1704.744,2851741700,2365.768,2447.349,8115498900,3211.573,3345.391,3938751800,3366.373,3503.239,3867009516
2012/1/11,1703.654,1694.264,1843090600,2444.757,2435.608,5870567400,3342.551,3346.742,3390170800,3498.708,3519.512,3549570674
2012/1/12,1690.392,1701.452,1776637100,2426.82,2435.219,4712127500,3330.897,3345.812,2906987700,3504.842,3518.881,3158711056
2012/1/13,1703.386,1685.913,1753105000,2438.405,2394.334,4551399700,3343.527,3233.701,2810865600,3512.559,3374.155,3140915504
2012/1/16,1676.143,1661.994,1161761500,2376.953,2345.649,3052714500,3201.011,3130.558,1877546600,3338.849,3255.889,1937862909
2012/1/17,1664.485,1736.606,2566297500,2347.568,2460.601,6420564800,3128.514,3304.88,3014850400,3248.028,3437.331,2989242329
2012/1/18,1736.289,1714.699,2195571600,2464.92,2422.189,6389235800,3310.036,3237.852,3082551700,3442.7,3350.366,3087643450
2012/1/19,1717.14,1750.521,2180859900,2423.857,2468.35,5561572600,3230.875,3270.765,2297402600,3339.491,3374.285,2350497505
2012/1/20,1756.779,1775.091,2221159900,2476.73,2504.086,5452978300,3276.481,3315.603,2206734900,3375.785,3415.753,2198215533
2012/1/30,1778.135,1742.818,1888477400,2508.877,2460.72,4351714800,3326.61,3292.409,1875438500,3425.403,3404.912,1938585084
2012/1/31,1744.216,1744.708,1303209300,2462.338,2464.26,3070150100,3284.899,3294.494,1829072100,3396.251,3406.675,1803364150
2012/2/1,1739.638,1713.684,1352627000,2458.233,2428.994,3501537400,3287.222,3266.234,1823640000,3399.934,3387.939,2092284455
2012/2/2,1719.999,1761.941,1749514100,2437.47,2486.238,4206698500,3271.593,3328.153,2178790300,3391.773,3457.054,2452338760
2012/2/3,1756.147,1772.192,1901362400,2478.336,2506.09,4994924000,3324.399,3383.05,3216831300,3454.787,3518.866,3267634864
2012/2/6,1775.436,1764.818,1666306300,2511.172,2504.322,4507990500,3387.219,3412.405,3124920300,3524.475,3557.079,3436964455
2012/2/7,1753.384,1732.024,1493852900,2489.032,2457.954,3967916400,3397.769,3356.838,2681577800,3540.957,3496.399,2901462002
2012/2/8,1731.99,1782.059,2211449900,2456.422,2528.236,5618645600,3351.043,3445.52,3352194800,3489.756,3593.278,3518967071
2012/2/9,1781.154,1778.097,1964119600,2525.589,2529.231,5929975100,3441.786,3469.846,4389821200,3589.926,3627.821,4487939355
2012/2/10,1772.188,1778.317,2348225600,2521.676,2533.624,6157587700,3463.967,3488.229,3978319200,3622.807,3648.415,3811108329
2012/2/13,1757.02,1768.539,1755792300,2504.41,2531.981,5191397300,3458.81,3519.875,3823807500,3621.365,3700.103,3987618636
2012/2/14,1765.87,1758.984,1277551300,2528.967,2522.107,4043010100,3516.609,3524.625,3590482500,3697.35,3703.359,3499666919
2012/2/15,1753.784,1773.169,1822443600,2515.829,2549.607,5809037000,3518.794,3578.149,4362573000,3698.884,3769.992,4460741408
