,000016.SH,000016.SH,000016.SH,000300.SH,000300.SH,000300.SH,000905.SH,000905.SH,000905.SH,000852.SH,000852.SH,000852.SH
,open,close,volume,open,close,volume,open,close,volume,open,close,volume
date,,,,,,,,,,,,
2007/11/2,4536.216,4543.163,2352419000,5514.852,5472.93,4328950000,4372.868,4329.631,2162477000,3844.555,3829.232,508910197
2007/11/5,4517.225,4410.966,1809002100,5438.811,5360.305,3369501800,4306.725,4361.872,1747105100,3814.038,3898.526,418166770
2007/11/6,4371.912,4344.886,1383281500,5331.31,5317.549,2705785400,4365.138,4395.011,1642033800,3901.486,3946.956,446815130
2007/11/7,4367.625,4383.631,1443145100,5348.556,5350.629,3006134900,4404.773,4385.856,1566719500,3947.681,3939.367,439928463
2007/11/8,4353.186,4154.969,1727965700,5321.863,5093.669,3605489300,4373.628,4205.65,1721560900,3927.423,3778.059,508554532
2007/11/9,4110.222,4139.572,1781530400,5042.756,5040.525,3458382600,4174.465,4153.236,1592924900,3747.121,3743.999,431036673
2007/11/12,4025.828,4107.336,1993439500,4916.817,4978.252,3841392200,4090.908,4098.556,1725797400,3684.187,3708.945,455942833
2007/11/13,4145.531,4071.299,1849353300,5024.521,4939.244,3686207900,4121.09,4114.509,1672508300,3730.716,3730.293,455045510
2007/11/14,4142.518,4247.162,1703951100,5013.782,5145.888,3523154200,4149.889,4263.995,1949137600,3745.951,3844.501,485921454
2007/11/15,4227.753,4201.794,1339913500,5129.813,5081.113,3175946400,4258.373,4210.704,1924592100,3842.601,3828.129,555628821
2007/11/16,4124.422,4133.351,902817200,4999.843,5007.662,2331099100,4175.57,4217.228,1554542900,3804.146,3843.967,483531131
2007/11/19,4141.198,4086.383,1136110000,5017.404,4994.416,2554810100,4228.578,4313.28,1796855100,3855.601,3922.598,591537908
2007/11/20,4059.188,4136.078,1477529900,4964.564,5069.382,3356271400,4305.544,4371.676,1906283500,3913.458,3956.56,566596332
2007/11/21,4150.844,4064.782,1072612200,5087.248,4997.62,2680312200,4381.336,4308.422,1750841300,3960.233,3923.878,530284225
2007/11/22,3988.144,3895.945,1236723800,4902.627,4772.617,2650771600,4254.814,4113.309,1552808700,3883.018,3731.977,455748894
2007/11/23,3865.406,3961.369,967519400,4733.365,4856.161,2014630500,4084.577,4193.98,1142511700,3707.622,3802.826,309491185
2007/11/26,4020.645,3910.457,1056820500,4931.599,4800.082,2362227600,4238.577,4151.876,1403576800,3831.214,3779.604,444352045
2007/11/27,3874.768,3829.728,913360300,4759.006,4711.152,2088684000,4130.098,4108.951,1199554800,3758.867,3722.9,344632530
2007/11/28,3839.511,3784.279,1119734800,4724.467,4648.751,2248236800,4118.447,4078.041,1148278400,3723.186,3713.337,341941643
2007/11/29,3840.389,3975.709,1950546400,4708.384,4842.07,3687299000,4108.442,4185.267,1639897500,3731.374,3801.327,450235555
2007/11/30,3968.674,3880.339,1342576900,4841.076,4737.408,2938369600,4189.253,4122.932,1551179800,3785.465,3733.479,404639227
2007/12/3,3859.854,3910.129,1037702200,4714.921,4772.674,2225593400,4113.205,4170.263,1405232600,3719.464,3766.882,330939386
2007/12/4,3921.912,3963.187,1079597800,4786.641,4829.214,2264359200,4174.788,4194.015,1396754300,3767.596,3792.237,365859546
2007/12/5,3963.558,4070.822,1402227200,4829.953,4965.947,3176916500,4190.476,4273.045,1769960500,3792.29,3852.444,493732949
2007/12/6,4085.037,4070.157,967934900,4986.251,4971.055,2371159100,4281.896,4291.068,1589408100,3861.149,3895.757,583776088
2007/12/7,4076.444,4122.062,995454600,4979.841,5041.35,2719822300,4295.293,4362.22,1913081800,3907.049,3960.609,675731476
2007/12/10,4052.375,4165.864,1739546900,4961.67,5133.562,4278069100,4304.749,4483.831,2775695900,3915.497,4059.236,705540260
2007/12/11,4197.703,4159.432,1563978000,5162.088,5140.0,4058645700,4495.497,4534.937,2910164600,4065.274,4112.21,724889741
2007/12/12,4130.769,4083.594,1536174600,5108.578,5077.39,3982825100,4520.926,4544.681,2566401700,4108.333,4154.339,705393592
2007/12/13,4061.424,3948.737,1357213200,5051.784,4884.298,3681959000,4533.088,4402.636,2658376700,4149.515,4037.53,698059458
2007/12/14,3901.574,4008.878,1163861600,4827.392,4977.652,3072792500,4359.809,4499.53,2230746500,3999.437,4103.854,515281187
2007/12/17,4002.988,3876.139,1410797200,4976.239,4857.289,3701452200,4512.376,4506.042,2895440600,4107.595,4133.821,635170182
2007/12/18,3849.201,3849.147,872858100,4827.26,4829.909,2293007600,4489.419,4467.812,1789208300,4119.17,4095.0,481801076
2007/12/19,3893.219,3953.055,1349755700,4877.769,4946.285,3210185800,4490.767,4565.622,2355673000,4102.783,4167.273,567533699
2007/12/20,3971.752,4040.036,1220520800,4968.031,5037.195,3131991700,4576.093,4621.393,2355278800,4173.06,4210.518,613618308
2007/12/21,4022.447,4081.005,1444194600,5016.459,5101.852,3725149400,4603.763,4691.533,2620085700,4194.898,4281.387,751909044
2007/12/24,4112.524,4172.444,2131343500,5142.156,5207.134,5031996700,4724.165,4772.638,3484513800,4306.748,4344.314,860615319
2007/12/25,4179.84,4162.079,1557849700,5217.558,5216.813,3897370500,4780.467,4815.209,2855699700,4350.247,4388.727,761985727
2007/12/26,4174.771,4175.555,1754757600,5231.969,5265.026,4146811500,4829.593,4912.841,3082379900,4399.278,4473.133,751496859
2007/12/27,4191.33,4258.549,2256958700,5286.98,5367.53,5234501800,4933.731,4963.453,3570187700,4482.205,4499.825,922843326
2007/12/28,4269.058,4226.756,2067354500,5379.518,5338.275,4536141500,4972.076,4947.603,2980357100,4505.705,4493.415,770612748
2008/1/2,4230.806,4219.686,1868393800,5349.763,5385.103,4566871000,4963.052,5123.934,3434591100,4508.454,4636.775,1307987726
2008/1/3,4213.02,4230.418,3073221000,5381.147,5422.034,6464587800,5129.048,5230.749,4198748300,4637.936,4741.032,1636454386
2008/1/4,4231.351,4282.686,2334987700,5430.63,5483.65,5174642000,5241.089,5243.032,3330859100,4753.598,4778.028,1412820282
2008/1/7,4279.916,4330.275,2444067400,5480.442,5556.593,5348540900,5237.939,5347.806,4040371300,4775.437,4867.133,1505908772
2008/1/8,4349.485,4358.095,3084204900,5575.95,5528.054,6489950100,5358.806,5200.552,4247288400,4872.788,4739.093,1713594523
2008/1/9,4341.53,4405.921,2032829000,5507.116,5613.758,4679687200,5176.268,5356.482,3482378500,4717.031,4884.274,1356066858
2008/1/10,4420.324,4431.461,2966217700,5631.645,5672.154,6422989300,5372.82,5382.326,4084967800,4884.274,4894.592,1587016011
2008/1/11,4445.232,4481.487,2969149900,5688.563,5699.147,5616707900,5385.905,5376.797,3494823500,4893.117,4867.471,1336795768
2008/1/14,4503.675,4499.139,2149576600,5717.525,5731.757,4984601000,5382.734,5445.102,3385086900,4878.458,4946.351,1445171554
2008/1/15,4511.159,4440.819,2202885000,5743.431,5696.45,5088660800,5451.637,5487.088,3688040400,4948.372,4999.918,1487934294
2008/1/16,4395.373,4274.021,2435289200,5642.566,5505.717,5577446900,5461.878,5412.911,3905999000,4977.449,4957.377,1709202488
2008/1/17,4219.698,4178.709,2779166900,5445.803,5365.624,6193693300,5380.823,5270.956,4293508800,4933.099,4849.483,1916359961
2008/1/18,4170.014,4195.954,1864757300,5358.183,5414.468,4391300500,5268.895,5317.448,3123822800,4847.118,4886.729,1352158059
2008/1/21,4203.505,3975.71,2036600300,5424.64,5145.734,4783361700,5331.667,5097.226,3546297200,4902.585,4680.894,1383052254
2008/1/22,3880.405,3679.014,2904073800,5015.428,4753.868,6077269200,4976.79,4661.826,4037446100,4581.633,4292.693,1480679872
2008/1/23,3712.848,3822.816,2576513400,4787.171,4975.111,5577638500,4662.708,4912.058,3819475700,4253.82,4471.125,1534087042
2008/1/24,3876.363,3818.332,2590014500,5034.533,5027.213,5660598700,4951.376,5080.926,4278003600,4490.242,4605.94,1509825980
2008/1/25,3814.984,3875.578,2034303800,5022.896,5077.429,4714210800,5081.314,5096.69,3890438300,4602.778,4612.951,1378891255
2008/1/28,3830.968,3597.264,1902916700,5038.507,4731.883,4142528300,5073.628,4740.501,3453456700,4592.094,4282.726,1183249862
2008/1/29,3609.114,3611.978,1319914300,4742.901,4762.083,2906225600,4757.19,4840.636,2374443300,4279.795,4360.978,897037215
2008/1/30,3653.73,3541.082,1676330700,4817.161,4710.652,3409897600,4878.399,4851.426,2490447600,4387.339,4389.438,949611392
2008/1/31,3528.867,3497.922,1551239000,4693.607,4620.401,3085258000,4839.403,4663.415,1856793500,4378.195,4215.108,746598472
2008/2/1,3502.225,3500.053,1710480200,4623.621,4571.945,3512552800,4653.538,4456.927,2251366300,4201.994,4027.373,891299963
2008/2/4,3598.503,3796.13,2253954800,4695.546,4950.124,4095314500,4570.111,4820.387,2130505300,4112.855,4346.525,831506555
2008/2/5,3783.803,3766.163,1692813100,4942.875,4921.829,3279635600,4818.542,4838.995,2077392100,4343.75,4366.549,786256541
2008/2/13,3697.534,3660.157,1104376600,4858.814,4816.084,2147565900,4798.568,4813.581,1558704000,4341.474,4371.405,639985233
2008/2/14,3699.298,3706.966,940991300,4858.849,4880.252,1983778900,4842.943,4910.358,1611346900,4384.39,4455.051,618977526
2008/2/15,3673.896,3646.176,1252716600,4846.024,4813.311,2426260100,4884.365,4886.016,1916278000,4432.282,4437.486,660192718
2008/2/18,3694.666,3709.071,1409529100,4875.215,4910.992,3059007800,4953.026,5043.144,2892275400,4472.837,4555.318,877753904
2008/2/19,3722.936,3787.029,1696457000,4926.839,5020.753,3617696500,5054.611,5133.361,2882332500,4560.993,4639.881,1020482361
2008/2/20,3792.295,3676.474,1895883400,5032.777,4908.717,3955772200,5152.281,5089.439,3147715100,4650.169,4620.5,1129032783
2008/2/21,3653.811,3620.846,1570408300,4878.569,4876.03,3340361600,5068.026,5153.601,3155457900,4596.705,4682.195,1169040921
2008/2/22,3597.706,3466.204,1881721000,4850.882,4702.241,3791862700,5140.122,5029.198,3119916600,4676.432,4591.941,1218906151
2008/2/25,3460.864,3331.99,1729425300,4704.316,4519.783,3365200100,5038.627,4869.654,2673558900,4595.947,4442.762,940396013
2008/2/26,3430.371,3363.701,1691621200,4637.6,4515.533,3327639000,4974.708,4868.814,2528759500,4522.332,4446.171,916442546
2008/2/27,3384.554,3459.782,1446741700,4543.097,4639.768,2959239300,4880.163,4977.335,2377489800,4458.838,4555.182,819586759
2008/2/28,3467.035,3435.455,940475100,4651.157,4622.056,2539817100,4986.443,4989.412,2411761400,4555.781,4571.874,916153274
2008/2/29,3431.395,3470.602,881285800,4616.24,4674.55,2335085800,4984.396,5057.617,2539468800,4568.909,4646.539,953312412
2008/3/3,3449.749,3539.431,1422524800,4648.735,4790.744,3925841100,5044.941,5227.732,3742256100,4643.993,4814.757,1430199635
2008/3/4,3559.05,3424.791,1809844000,4813.401,4671.148,4512977700,5246.414,5192.593,4316811500,4831.77,4824.665,1738137061
2008/3/5,3415.732,3380.654,1471113000,4650.518,4628.724,3941799300,5171.783,5214.238,3857930000,4815.199,4877.329,1488334614
2008/3/6,3398.418,3445.748,1638682800,4645.069,4685.03,4440226800,5229.782,5223.82,4475802000,4896.463,4882.963,1741513020
2008/3/7,3399.513,3395.606,1011471400,4641.755,4621.685,2869094500,5194.659,5115.916,2995378400,4857.3,4805.957,1191461487
2008/3/10,3366.965,3256.444,1444928400,4588.727,4431.589,3178035500,5081.109,4948.353,2385787900,4778.835,4673.062,1000569702
2008/3/11,3233.445,3264.566,1052521500,4393.282,4441.184,2627659200,4906.144,5015.932,2043951000,4636.154,4761.058,959138709
2008/3/12,3343.406,3164.785,1153343600,4534.811,4309.648,2714564400,5095.972,4881.03,2253938100,4829.861,4656.531,1040694256
2008/3/13,3133.622,3111.837,1652478600,4266.273,4198.96,3445130700,4829.236,4688.679,2592477800,4598.111,4466.078,1086570526
2008/3/14,3098.263,3084.449,1143482800,4179.438,4157.871,2342788500,4665.829,4662.316,1657934500,4443.65,4435.479,662910937
2008/3/17,3065.425,2984.056,1230750500,4138.877,3965.279,2818096100,4641.921,4302.614,2111284700,4412.609,4096.925,847355066
2008/3/18,2961.062,2869.614,1587410400,3924.87,3763.948,3452375100,4237.304,3986.319,2433098000,4028.132,3814.21,899398729
2008/3/19,2925.255,2945.229,1592411900,3837.603,3888.861,3789847700,4064.996,4176.486,2551731000,3879.56,3999.936,939356158
2008/3/20,2904.839,3011.785,1903398200,3833.205,4001.832,4621294400,4112.704,4347.743,2842838600,3946.19,4153.995,1138161218
2008/3/21,3010.256,3021.58,1690973800,3998.197,4037.83,4261516300,4347.273,4405.856,2571735900,4145.434,4197.441,1013972944
2008/3/24,3056.434,2869.284,1469501700,4086.07,3857.091,3584243800,4459.507,4314.581,2575754800,4241.337,4130.146,908924196
2008/3/25,2810.504,2884.623,1431260600,3780.459,3905.774,3224586300,4233.951,4367.341,2238657400,4064.308,4193.506,877977325
2008/3/26,2904.342,2896.689,1225743600,3926.864,3914.37,2803676300,4383.73,4352.053,1945963700,4211.742,4180.574,715169771
2008/3/27,2837.094,2760.451,1498029900,3847.439,3748.92,3200066800,4298.387,4119.785,2174819800,4131.922,3949.961,823303190
2008/3/28,2736.587,2910.511,2192467000,3712.98,3918.156,4209677700,4072.038,4241.452,2307619900,3905.131,4060.043,797687305
2008/3/31,2815.312,2823.975,1391319300,3802.206,3790.53,2944084100,4129.928,4044.098,1905310500,3956.699,3861.596,686267301
2008/4/1,2812.51,2713.487,1647296700,3776.268,3582.855,3530346200,4024.439,3704.273,2275357500,3830.133,3539.507,845924460
2008/4/2,2757.526,2744.651,2387805800,3621.388,3547.977,4276588400,3725.188,3500.522,2307609000,3549.924,3319.595,815706535
2008/4/3,2719.9,2828.626,1575897600,3518.223,3650.698,3298949300,3469.785,3588.762,1893883900,3293.995,3393.426,666067709
2008/4/7,2803.881,2954.229,1904703700,3611.958,3845.822,4048498200,3544.31,3822.371,2185472800,3358.683,3596.267,756875252
2008/4/8,2956.508,2969.609,1973032800,3852.011,3891.059,4406792200,3832.917,3908.802,2515005700,3606.127,3673.961,898131350
2008/4/9,2938.486,2803.154,1620779800,3857.275,3688.125,3899716800,3887.992,3695.306,2432022100,3648.964,3466.972,850346799
2008/4/10,2780.602,2840.552,1101752300,3641.66,3754.715,2880439600,3639.608,3803.456,2071331200,3421.089,3567.631,698473681
2008/4/11,2882.379,2865.45,1042641300,3794.297,3783.728,2632859000,3831.043,3862.363,1990794100,3587.434,3619.036,690517227
2008/4/14,2805.212,2685.013,1465172300,3699.142,3536.327,3342704600,3778.689,3607.218,2082689800,3552.622,3399.318,710938718
2008/4/15,2672.37,2715.74,1223220700,3513.068,3583.299,3065688600,3588.234,3723.267,1813773100,3380.857,3504.246,623687457
2008/4/16,2711.249,2654.902,1092029000,3573.664,3494.016,2652812000,3717.125,3633.675,1741319400,3494.019,3423.915,583779101
2008/4/17,2650.122,2588.758,1200125300,3493.238,3386.63,2953061800,3632.825,3511.914,1722470400,3412.785,3291.15,601546560
2008/4/18,2565.789,2511.362,1231086700,3356.562,3272.499,2788816200,3483.855,3338.274,1673230700,3268.796,3116.689,577172637
2008/4/21,2707.597,2545.522,1769324000,3516.425,3267.554,4136230700,3578.8,3314.506,2183780500,3308.465,3101.9,731726639
2008/4/22,2501.545,2595.693,1373481400,3207.881,3296.277,3253796900,3264.662,3266.383,1905984900,3066.235,3054.434,614513643
2008/4/23,2561.952,2718.253,2333375800,3267.359,3453.727,4427255300,3238.46,3409.774,2277804000,3037.266,3182.855,719772826
2008/4/24,2948.969,2981.186,5162255300,3739.321,3774.504,9657489600,3692.553,3723.071,4708573100,3417.307,3448.797,1641958200
2008/4/25,2983.367,2984.963,4076420400,3781.912,3803.07,8481449100,3716.508,3756.33,4279201300,3438.231,3457.991,1441625794
2008/4/28,2936.426,2918.611,2280094800,3740.951,3729.154,4883123500,3696.934,3729.562,3077874100,3408.37,3446.969,988409270
2008/4/29,2896.496,2960.893,1945503400,3704.927,3776.943,4454044000,3714.788,3759.545,2588578200,3436.979,3472.666,911206025
2008/4/30,2981.779,3125.533,3586998300,3793.853,3959.119,6990977700,3771.193,3903.178,3779083100,3482.621,3584.346,1215186465
2008/5/5,3169.005,3169.079,2603344100,4015.212,4055.779,6253407300,3943.198,4040.159,3917236700,3607.497,3694.116,1324288402
2008/5/6,3136.373,3128.807,2437399300,4021.073,4010.888,5845928000,4015.554,4024.99,3984170000,3675.396,3698.918,1342830145
2008/5/7,3108.092,2979.817,2300556600,3986.129,3821.319,5445770600,4001.592,3850.226,3747052900,3676.343,3553.334,1265461227
2008/5/8,2940.343,3037.504,1851284800,3774.044,3925.041,4405566800,3805.335,3985.197,3182052800,3514.931,3669.873,1051073588
2008/5/9,3065.593,2978.189,2188724400,3960.886,3878.924,5365592900,4014.165,3986.24,3744927200,3694.317,3674.633,1323254355
2008/5/12,2915.262,2991.32,1632662700,3804.985,3904.92,4538266000,3926.052,4069.145,3769750400,3620.636,3749.787,1296945534
2008/5/13,2898.012,2924.958,1829981500,3786.534,3851.687,5033801200,3944.543,4078.877,4698103700,3653.003,3776.84,1610787613
2008/5/14,2917.848,3027.382,1851886700,3843.47,3975.782,5060690100,4076.875,4168.486,4368368200,3775.45,3856.087,1604099159
2008/5/15,3050.154,3005.653,1703976700,4006.658,3948.088,5077297500,4186.746,4131.252,3973506700,3869.808,3831.376,1392682408
2008/5/16,3008.205,3009.207,1362406800,3948.034,3936.121,3972175200,4126.646,4071.91,3065280800,3823.838,3789.099,1052378838
2008/5/19,2999.409,2978.656,997449000,3926.314,3914.072,2970958100,4059.283,4070.049,2280592900,3777.567,3805.892,931191798
2008/5/20,2976.032,2835.825,1449877400,3911.096,3710.818,3970262900,4070.795,3813.935,3128654600,3807.843,3592.679,1240820846
2008/5/21,2809.945,2892.086,1621422700,3668.181,3783.049,4359616200,3757.059,3908.772,3440060700,3542.185,3690.701,1327717976
2008/5/22,2848.523,2841.154,1466180700,3732.641,3711.444,4074271700,3866.701,3871.553,3141597500,3655.878,3672.202,1302057774
2008/5/23,2831.785,2838.055,1369517900,3697.89,3675.147,3344043100,3857.221,3829.645,2924549200,3649.528,3603.275,1091174272
2008/5/26,2812.514,2745.086,988080800,3643.012,3559.217,2818019000,3804.296,3728.751,2832366900,3572.068,3483.411,858431951
2008/5/27,2739.735,2754.122,875820800,3549.986,3576.197,2476269300,3712.762,3743.539,2010865900,3465.517,3486.905,696542162
2008/5/28,2760.648,2836.263,1150755200,3583.284,3676.23,3103491400,3749.602,3847.258,2352387500,3481.493,3568.679,896762851
2008/5/29,2825.862,2765.949,1114416800,3666.196,3580.868,2942274000,3839.544,3749.216,2425829800,3566.345,3501.281,955971435
2008/5/30,2774.079,2800.791,1078725300,3585.605,3611.33,2859084700,3744.25,3755.631,2134545800,3491.348,3506.841,958835259
2008/6/2,2792.242,2814.297,1081410200,3600.234,3625.826,2825335800,3747.588,3788.153,2100802600,3495.405,3553.315,966807960
2008/6/3,2809.444,2804.067,1775674300,3624.572,3614.111,3473514100,3789.035,3771.097,2260091700,3551.321,3536.921,835440479
2008/6/4,2789.765,2736.826,1279937000,3601.54,3546.916,2941765300,3759.875,3704.078,2051803100,3519.58,3472.67,784993952
2008/6/5,2722.245,2722.407,962380300,3529.978,3512.138,2398927900,3690.86,3657.487,1722546700,3461.053,3434.019,737004813
2008/6/6,2730.771,2701.789,865850500,3519.116,3489.502,2094422900,3662.054,3629.923,1510607000,3442.892,3420.073,641378236
2008/6/10,2586.722,2480.763,1603772100,3344.453,3206.562,3294996100,3487.048,3312.794,1887580800,3264.434,3125.795,820307943
2008/6/11,2451.384,2446.776,1235312100,3155.943,3140.299,2940973500,3250.439,3226.923,2012634300,3055.088,3054.532,771657570
2008/6/12,2432.64,2387.758,1331083700,3123.64,3084.633,3145410900,3209.919,3197.545,2000154000,3035.008,3024.647,817424726
2008/6/13,2389.135,2322.792,990309900,3087.337,2979.117,2531983700,3202.264,3045.105,1758687400,3031.008,2881.039,730282783
2008/6/16,2329.583,2323.689,1120088000,2981.085,2952.242,2681379400,3041.695,2977.818,1578075800,2871.273,2811.913,686518188
2008/6/17,2325.26,2262.282,1071692100,2950.399,2842.676,2646377800,2974.088,2791.289,1851296700,2800.452,2640.915,711063907
2008/6/18,2244.102,2368.71,1779316700,2820.237,2991.273,4256009500,2767.804,2951.844,2635683400,2614.153,2777.722,1061772347
2008/6/19,2348.979,2201.34,1392763700,2967.402,2773.076,3631903900,2927.164,2702.801,2398157400,2747.21,2561.029,896121616
2008/6/20,2227.364,2273.707,2358985000,2795.465,2849.668,5167590500,2718.781,2764.28,2758583800,2567.176,2600.302,1077101816
2008/6/23,2227.163,2220.083,1008457400,2798.428,2789.941,2663149300,2726.448,2717.969,1667665700,2567.322,2548.053,688263761
2008/6/24,2207.514,2256.116,1291981100,2775.69,2851.915,3179245600,2708.777,2806.774,2024482600,2529.751,2616.064,769749261
2008/6/25,2250.002,2334.403,1651839100,2844.922,2969.537,4242526100,2805.59,2966.895,2844975200,2612.577,2754.752,1019360451
2008/6/26,2332.454,2326.9,1451333400,2964.516,2980.907,4259931200,2965.46,3003.302,3042573800,2746.113,2787.854,1096314272
2008/6/27,2255.162,2206.317,1470670600,2886.18,2816.021,4088655600,2902.015,2792.705,2606642000,2695.96,2590.317,924695842
2008/6/30,2176.895,2175.611,913297300,2782.844,2791.819,2529540600,2762.342,2813.716,1636176900,2543.426,2579.613,621089410
2008/7/1,2181.712,2081.054,1173595400,2799.195,2698.347,2885158500,2819.534,2765.064,1701835300,2580.137,2526.321,740026563
2008/7/2,2082.589,2062.927,1100397900,2702.634,2699.597,2791636500,2768.722,2811.225,1725578500,2528.305,2572.606,826336817
2008/7/3,2025.33,2088.969,1699488800,2654.479,2760.612,4566030500,2776.92,2941.521,3075141300,2539.693,2686.875,1396804305
2008/7/4,2087.251,2077.234,1242305100,2751.213,2741.852,3790501000,2931.845,2941.085,2687975000,2676.24,2685.166,1234248777
2008/7/7,2082.748,2190.304,2084121500,2747.611,2882.763,5273202400,2948.69,3094.845,3449253200,2689.812,2832.045,1493147154
2008/7/8,2204.491,2193.207,2019749100,2900.571,2901.841,5424807800,3101.294,3142.32,3657610800,2839.466,2887.926,1662728016
2008/7/9,2219.433,2289.675,2764671900,2926.996,3015.126,6935696800,3148.607,3226.147,4209814200,2891.237,2967.541,1769673996
2008/7/10,2253.424,2259.26,2192557000,2970.984,2973.728,6164955400,3186.586,3152.489,4204745100,2936.149,2904.62,1863875487
2008/7/11,2252.517,2245.464,1541165500,2962.861,2953.498,4428710100,3133.685,3132.733,3015470900,2886.878,2891.363,1363191558
2008/7/14,2223.885,2259.162,1153215800,2927.24,2975.874,3457504300,3111.58,3198.352,2604078400,2872.28,2958.008,1279351549
2008/7/15,2266.97,2157.91,1662145500,2987.061,2852.979,4729275900,3208.548,3106.326,3264524300,2967.793,2892.849,1577409035
2008/7/16,2133.963,2088.777,1402699400,2818.763,2745.596,3940311500,3072.408,2948.526,2760995500,2860.536,2751.054,1360450247
2008/7/17,2127.99,2073.327,1147952900,2790.259,2718.068,3268733500,2991.352,2918.369,2392885100,2784.317,2711.718,1122861970
2008/7/18,2100.466,2158.7,1805650600,2746.536,2815.462,4020340200,2935.645,3015.798,2368238300,2726.395,2792.7,1142320413
2008/7/21,2132.443,2228.446,1836421500,2792.829,2911.051,4511957700,3002.464,3139.509,2866379700,2778.16,2913.696,1394388802
2008/7/22,2219.74,2217.827,1297660000,2905.276,2904.743,3881497600,3138.764,3150.015,2921311200,2915.022,2931.304,1385563169
2008/7/23,2237.394,2213.147,1341277400,2923.049,2883.32,3882123300,3161.21,3122.687,2839507100,2941.079,2915.125,1348005928
2008/7/24,2235.582,2299.571,1965624100,2905.043,2977.362,4853866500,3137.443,3200.735,3085312800,2929.319,2990.769,1477950764
2008/7/25,2263.976,2265.683,1424299500,2939.321,2939.202,4057108100,3167.896,3172.168,2639836400,2961.684,2971.522,1387862802
2008/7/28,2282.061,2278.229,1515228300,2959.113,2960.851,3930864000,3190.279,3215.846,2774236200,2985.044,3021.512,1401905570
2008/7/29,2244.849,2232.787,1268578000,2921.248,2905.63,3603627500,3179.777,3150.0,2702892000,2989.228,2960.072,1307990536
2008/7/30,2265.435,2219.242,1019869500,2940.02,2884.384,2981080000,3184.226,3132.766,2232051800,2989.568,2944.369,1155031128
2008/7/31,2227.236,2164.08,949027700,2894.246,2805.21,2794096600,3139.785,3017.217,2087975000,2944.357,2834.099,1037895582
2008/8/1,2151.874,2205.685,1244647100,2786.123,2840.788,3403149100,3000.999,3063.812,2068396300,2820.232,2876.134,1015994441
2008/8/4,2185.163,2155.891,828952700,2816.936,2773.15,2278232400,3044.143,2990.168,1782789500,2857.85,2803.567,816034751
2008/8/5,2169.14,2120.509,1022497200,2780.761,2703.079,3046923500,2988.336,2897.725,1850641500,2798.868,2712.631,847452686
2008/8/6,2141.104,2150.003,1035405100,2723.523,2721.693,2740402200,2913.872,2904.186,1805600100,2725.825,2705.277,821954346
2008/8/7,2145.113,2143.803,900731100,2717.661,2720.442,2337043900,2899.845,2923.745,1778843600,2702.19,2717.352,786692414
2008/8/8,2140.152,2056.916,1158823500,2719.375,2591.462,3089458100,2924.929,2711.964,2130970400,2716.402,2514.966,1015637115
2008/8/11,2049.457,1975.516,1287396900,2579.805,2456.811,3212020600,2699.085,2508.59,1981571100,2496.239,2295.764,849220224
2008/8/12,1959.564,1961.231,908330900,2431.383,2444.155,2419194400,2467.682,2473.417,1628379900,2257.44,2251.393,787942811
2008/8/13,1947.987,1949.357,1024568100,2427.495,2444.672,2755171100,2454.885,2472.3,1779557400,2234.476,2246.758,821818971
2008/8/14,1937.339,1941.237,684271000,2429.977,2443.512,2015723600,2458.797,2483.696,1452058800,2231.97,2263.948,689996365
2008/8/15,1941.376,1957.473,745962400,2440.39,2447.615,2042226100,2478.155,2473.717,1357052500,2256.735,2257.41,665391545
2008/8/18,1959.104,1859.998,884865100,2451.311,2313.402,2362310600,2479.392,2289.296,1533633100,2257.191,2079.546,756303427
2008/8/19,1840.253,1889.099,683400400,2285.515,2348.472,1947710600,2255.716,2327.019,1392025700,2037.615,2119.832,702905609
2008/8/20,1874.436,2042.944,1775943200,2332.386,2532.94,4504341500,2316.681,2520.737,2633075700,2108.079,2299.673,1254307053
2008/8/21,2011.343,1975.889,1385414100,2494.262,2443.979,3751804000,2484.825,2431.101,2532928500,2268.145,2217.051,1156884768
2008/8/22,1954.422,1948.065,928274500,2421.249,2404.928,2629824100,2412.878,2382.523,1787533900,2197.375,2171.68,827949162
2008/8/25,1953.285,1954.851,700520600,2408.026,2400.548,1864319000,2379.207,2374.06,1403321800,2170.267,2170.92,655665009
2008/8/26,1930.063,1919.976,899813600,2370.528,2331.532,2374193700,2347.81,2244.993,1769271400,2147.107,2041.982,820827739
2008/8/27,1914.996,1921.884,987179200,2322.539,2325.292,2386258400,2230.151,2237.867,1613418800,2030.9,2044.259,806387044
2008/8/28,1924.698,1938.757,839783000,2325.262,2335.865,2040029100,2232.711,2236.824,1326357700,2040.035,2044.346,707554846
2008/8/29,1950.409,1975.453,1139395500,2347.4,2391.64,2887784500,2242.164,2307.158,1941791700,2044.691,2105.882,895019229
2008/9/1,1958.27,1905.901,836965300,2372.638,2309.171,2115280300,2290.41,2238.047,1545536500,2093.127,2046.059,791495529
2008/9/2,1893.006,1882.179,743554500,2292.686,2285.411,1844049800,2224.8,2253.773,1544947800,2031.3,2064.11,805487346
2008/9/3,1880.291,1849.173,906730300,2279.598,2245.964,2374947400,2246.729,2237.28,1886649000,2058.339,2057.109,1022892640
2008/9/4,1842.213,1845.865,741669800,2238.645,2251.146,1898478000,2233.114,2254.688,1560055700,2046.796,2066.884,753069385
